id,kr_name,en_name,price,title,rating,description,sub_category_id
11,친환경 무항생제 맥반석계란 01red,Eco-friendly antibiotic-free elvan stone egg 01red,16000,구수한맛을 자랑하는 맥반석 구운달걀,10,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
12,친환경 무항생제 맥반석계란 02yellow,Eco-friendly antibiotic-free elvan stone egg 02yellow,16000,구수한맛을 자랑하는 맥반석 구운달걀,3,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
13,친환경 무항생제 맥반석계란 03orange,Eco-friendly antibiotic-free elvan stone egg 03orange,16000,구수한맛을 자랑하는 맥반석 구운달걀,3,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
14,친환경 무항생제 맥반석계란 04green,Eco-friendly antibiotic-free elvan stone egg 04green,16000,구수한맛을 자랑하는 맥반석 구운달걀,7,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
15,친환경 무항생제 맥반석계란 05blue,Eco-friendly antibiotic-free elvan stone egg 05blue,16000,구수한맛을 자랑하는 맥반석 구운달걀,7,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
16,친환경 무항생제 맥반석계란 06navy,Eco-friendly antibiotic-free elvan stone egg 06navy,16000,구수한맛을 자랑하는 맥반석 구운달걀,9,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
17,친환경 무항생제 맥반석계란 07purple,Eco-friendly antibiotic-free elvan stone egg 07purple,16000,구수한맛을 자랑하는 맥반석 구운달걀,8,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
18,친환경 무항생제 맥반석계란 08gold,Eco-friendly antibiotic-free elvan stone egg 08gold,16000,구수한맛을 자랑하는 맥반석 구운달걀,10,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
19,친환경 무항생제 맥반석계란 09plain,Eco-friendly antibiotic-free elvan stone egg 09plain,16000,구수한맛을 자랑하는 맥반석 구운달걀,9,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
20,친환경 무항생제 맥반석계란 10silver,Eco-friendly antibiotic-free elvan stone egg 10silver,16000,구수한맛을 자랑하는 맥반석 구운달걀,4,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,2
21,친환경 무항생제 클로렐라란 01red,Eco-friendly antibiotic-free chlorellaran 01red,6200,"유정란, 클로렐라를 품다.",9,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
23,친환경 무항생제 클로렐라란 02yellow,Eco-friendly antibiotic-free chlorellaran 02yellow,6200,"유정란, 클로렐라를 품다.",3,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
22,친환경 무항생제 클로렐라란 03orange,Eco-friendly antibiotic-free chlorellaran 03orange,6200,"유정란, 클로렐라를 품다.",6,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
24,친환경 무항생제 클로렐라란 04green,Eco-friendly antibiotic-free Chlorellaran 04green,6200,"유정란, 클로렐라를 품다.",7,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
25,친환경 무항생제 클로렐라란 05blue,Eco-friendly antibiotic-free chlorellaran 05blue,6200,"유정란, 클로렐라를 품다.",8,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
26,친환경 무항생제 클로렐라란 06navy,Eco-friendly antibiotic-free chlorellaran 06navy,6200,"유정란, 클로렐라를 품다.",4,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
27,친환경 무항생제 클로렐라란 07purple,Eco-friendly antibiotic-free Chlorellaran 07purple,6200,"유정란, 클로렐라를 품다.",9,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
28,친환경 무항생제 클로렐라란 08gold,Eco-friendly antibiotic-free Chlorellaran 08gold,6200,"유정란, 클로렐라를 품다.",5,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
29,친환경 무항생제 클로렐라란 09plain,Eco-friendly antibiotic-free chlorellaran 09plain,6200,"유정란, 클로렐라를 품다.",10,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
30,친환경 무항생제 클로렐라란 10silver,Eco-friendly antibiotic-free chlorellaran 10silver,6200,"유정란, 클로렐라를 품다.",6,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,3
31,친환경 무항생제 청계란 01red,Eco-friendly antibiotic-free blue egg 01red,7500,청계닭이 낳은 유정란 청계란,4,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
32,친환경 무항생제 청계란 02yellow,Eco-friendly antibiotic-free blue egg 02yellow,7500,청계닭이 낳은 유정란 청계란,8,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
33,친환경 무항생제 청계란 03orange,Eco-friendly antibiotic-free blue egg 03orange,7500,청계닭이 낳은 유정란 청계란,7,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
34,친환경 무항생제 청계란 04green,Eco-friendly antibiotic-free blue egg 04green,7500,청계닭이 낳은 유정란 청계란,3,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
35,친환경 무항생제 청계란 05blue,Eco-friendly antibiotic-free blue egg 05blue,7500,청계닭이 낳은 유정란 청계란,9,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
36,친환경 무항생제 청계란 06navy,Eco-friendly antibiotic-free blue egg 06navy,7500,청계닭이 낳은 유정란 청계란,5,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
37,친환경 무항생제 청계란 07purple,Eco-friendly antibiotic-free blue egg 07purple,7500,청계닭이 낳은 유정란 청계란,10,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
38,친환경 무항생제 청계란 08gold,Eco-friendly antibiotic-free blue egg 08gold,7500,청계닭이 낳은 유정란 청계란,8,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
39,친환경 무항생제 청계란 09plain,Eco-friendly antibiotic-free blue egg 09plain,7500,청계닭이 낳은 유정란 청계란,5,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
40,친환경 무항생제 청계란 10silver,Eco-friendly antibiotic-free blue egg 10silver,7500,청계닭이 낳은 유정란 청계란,7,https://media.vlpt.us/images/hyeoni_yoo/post/f4163536-0dcc-4eb1-bdc4-3032df58f499/iOS%20%E1%84%8B%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8C%E1%85%B5%20(2).jpg,4
41,이상해씨,it's weird,300000,강아지처럼 말을 잘듣는 아이입니다,8,https://media.vlpt.us/images/jincastle/post/b0434dc4-b4f7-442c-aecc-e8b2a2b50df6/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%202.50.55.png,9
42,이상해풀,it's weird,600000,강아지처럼 말을 잘듣는 아이입니다,8,https://media.vlpt.us/images/jincastle/post/6e20511b-7a3a-42c7-98ed-0a73b7e45416/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.14.36.png,9
43,이상해꽃,strange flower,900000,강아지처럼 말을 잘듣는 아이입니다,8,https://media.vlpt.us/images/jincastle/post/7744c9ea-eb81-45c1-a6cb-8b61efee1f95/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.16.41.png,9
44,파이리,pie,300000,캠프갈때 필수템,8,https://media.vlpt.us/images/jincastle/post/b7fd19c1-dd6e-4780-9af4-82a42b87ebe2/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.20.04.png,9
45,리자드,lizard,600000,캠프갈때 필수템,8,https://media.vlpt.us/images/jincastle/post/e74e848e-4c80-4738-a9a6-3029172f6161/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.20.50.png,9
46,리자몽,Charizard,900000,캠프갈때 필수템,8,https://media.vlpt.us/images/jincastle/post/8b799195-3994-4b59-b3b4-649bfb80946a/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.21.35.png,9
47,꼬부기,Squirtle,300000,캠프갈때 필수템,8,https://media.vlpt.us/images/jincastle/post/86f7cb8b-f380-4f1e-a63e-e484d015d551/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.24.59.png,9
48,어니부기,boogie,600000,캠프갈때 필수템,8,https://media.vlpt.us/images/jincastle/post/86f7cb8b-f380-4f1e-a63e-e484d015d551/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.24.59.png,9
49,거북왕,turtle king,900000,캠프갈때 필수템,8,https://media.vlpt.us/images/jincastle/post/86f7cb8b-f380-4f1e-a63e-e484d015d551/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.24.59.png,9
50,메가거북왕,Mega Turtle King,1800000,캠프갈때 필수템,8,https://media.vlpt.us/images/jincastle/post/86f7cb8b-f380-4f1e-a63e-e484d015d551/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.24.59.png,9
51,트리케라톱스,Triceratops,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
52,레소토사우루스,Lesothosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
53,스켈리도사우루스,Skellidosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
54,안킬로사우루스,Ankylosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
55,켄트로사우루스,centrosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
56,스테고사우루스,Stegosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
57,파키케팔로사우루스,Pachycephalosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
58,프시타코사우루스,Psittacosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
59,티라노,tyrannosaurus,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
60,공룡친구들,dinosaur friends,90000,캠프갈때 필수템,6,https://media.vlpt.us/images/jincastle/post/abd8edb4-38ce-41ed-bb7f-36a3e3a9745b/%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA%202021-12-01%20%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE%204.44.13.png,10
